id,name,type_1,type_2,ability_1,ability_2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,weight_kg,height_m,bst,physical_bulk,special_bulk,atk_spatk_ratio,offensive_stat_sum,defensive_stat_sum,effective_bst,bst_efficiency,speed_tier,cluster_id,assigned_role
638,cobalion,fighting,steel,justified,,,91,90,129,90,72,108,250.0,2.1,580,11739,6552,0.9999998888889012,288,292,490,0.8448275862068966,3,2,Hybrid Offense
639,terrakion,fighting,rock,justified,,,91,129,90,72,90,108,260.0,1.9,580,8190,8190,1.7916664178241086,309,271,508,0.8758620689655172,3,0,Physical Sweeper
640,virizion,fighting,grass,justified,,,91,90,72,90,129,108,200.0,2.0,580,6552,11739,0.9999998888889012,288,292,490,0.8448275862068966,3,2,Hybrid Offense
641,tornadus-incarnate,flying,,prankster,defiant,,79,115,70,125,80,111,63.0,1.5,580,5530,6320,0.9199999264000058,351,229,465,0.8017241379310345,3,0,Hybrid Offense
642,thundurus-incarnate,electric,flying,prankster,defiant,,79,115,70,125,80,111,61.0,1.5,580,5530,6320,0.9199999264000058,351,229,465,0.8017241379310345,3,0,Hybrid Offense
643,reshiram,dragon,fire,turboblaze,,,100,120,100,150,120,90,330.0,3.2,680,10000,12000,0.7999999466666702,360,320,560,0.8235294117647058,2,2,Special Sweeper
644,zekrom,dragon,electric,teravolt,,,100,150,120,120,100,90,345.0,2.9,680,12000,10000,1.249999895833342,360,320,560,0.8235294117647058,2,2,Physical Sweeper
645,landorus-incarnate,flying,ground,sand-force,sheer-force,,89,125,90,115,80,101,68.0,1.5,600,8010,7120,1.0869564272211802,341,259,485,0.8083333333333333,3,0,Hybrid Offense
646,kyurem,dragon,ice,pressure,,,125,130,90,130,90,95,325.0,3.0,660,11250,11250,0.999999923076929,355,305,530,0.803030303030303,2,2,Hybrid Offense
647,keldeo-ordinary,fighting,water,justified,,,91,72,90,129,90,108,48.5,1.4,580,8190,8190,0.5581394916170936,309,271,508,0.8758620689655172,3,0,Special Sweeper
648,meloetta-aria,normal,psychic,serene-grace,,,100,77,77,128,128,90,6.5,0.6,600,7700,12800,0.6015624530029333,295,305,523,0.8716666666666667,2,2,Special Sweeper
649,genesect,bug,steel,download,,,71,120,95,120,95,99,82.5,1.5,600,6745,6745,0.9999999166666736,339,261,480,0.8,2,0,Hybrid Offense
650,chespin,grass,,overgrow,bulletproof,,56,61,65,48,45,38,9.0,0.4,313,3640,2520,1.270833068576444,147,166,265,0.8466453674121406,0,4,Support
651,quilladin,grass,,overgrow,bulletproof,,61,78,95,56,58,57,29.0,0.7,405,5795,3538,1.3928568941326973,191,214,349,0.8617283950617284,1,1,Support
652,chesnaught,fighting,grass,overgrow,bulletproof,,88,107,122,74,75,64,90.0,1.6,530,10736,6600,1.4459457505478714,245,285,456,0.8603773584905661,1,3,Bulky Offense
653,fennekin,fire,,blaze,magician,,40,45,40,62,60,60,9.4,0.4,307,1600,2400,0.7258063345473653,167,140,262,0.8534201954397395,1,4,Support
654,braixen,fire,,blaze,magician,,59,59,58,90,70,73,14.5,1.0,409,3422,4130,0.6555554827160575,222,187,350,0.8557457212713936,1,1,Support
655,delphox,fire,psychic,blaze,magician,,75,69,72,114,100,104,39.0,1.5,534,5400,7500,0.605263104801482,287,247,465,0.8707865168539326,3,0,Special Sweeper
656,froakie,water,,torrent,protean,,41,56,40,62,44,71,7.0,0.3,314,1640,1804,0.9032256607700546,189,125,258,0.821656050955414,1,4,Support
657,frogadier,water,,torrent,protean,,54,63,52,83,56,97,10.9,0.6,405,2808,3024,0.7590360531281863,243,162,342,0.8444444444444444,2,1,Special Sweeper
658,greninja,dark,water,torrent,protean,,72,95,67,103,71,122,40.0,1.5,530,4824,5112,0.922330007540776,320,210,435,0.8207547169811321,4,0,Hybrid Offense
659,bunnelby,normal,,pickup,cheek-pouch,huge-power,38,36,38,32,36,57,5.0,0.4,237,1444,1368,1.1249996484376097,125,112,205,0.8649789029535865,1,4,Support
660,diggersby,ground,normal,pickup,cheek-pouch,huge-power,85,56,77,50,77,78,42.4,1.0,423,6545,6545,1.1199997760000446,184,239,373,0.8817966903073287,1,7,Tank/Wall
661,fletchling,flying,normal,big-pecks,gale-wings,,45,50,43,40,38,62,1.7,0.3,278,1935,1710,1.249999687500078,152,126,238,0.8561151079136691,1,4,Support
662,fletchinder,fire,flying,flame-body,gale-wings,,62,73,55,56,52,84,16.0,0.7,382,3410,3224,1.3035711957908578,213,169,326,0.8534031413612565,2,1,Physical Sweeper
663,talonflame,fire,flying,flame-body,gale-wings,,78,81,71,74,69,126,24.5,1.2,499,5538,5382,1.094594446676426,281,218,425,0.8517034068136272,4,0,Hybrid Offense
664,scatterbug,bug,,shield-dust,compound-eyes,friend-guard,38,35,40,27,25,35,2.5,0.3,200,1520,950,1.2962958161867348,97,103,173,0.865,0,4,Support
665,spewpa,bug,,shed-skin,friend-guard,,45,22,60,27,30,29,8.4,0.3,213,2700,1350,0.8148145130316619,78,135,191,0.8967136150234741,0,4,Support
666,vivillon,bug,flying,shield-dust,compound-eyes,friend-guard,80,52,50,90,50,89,17.0,1.2,411,4000,4000,0.577777713580254,231,180,359,0.8734793187347932,2,1,Special Sweeper
667,litleo,fire,normal,rivalry,unnerve,moxie,62,50,58,73,54,72,13.5,0.6,369,3596,3348,0.6849314130230941,195,174,319,0.8644986449864499,1,4,Support
668,pyroar-male,fire,normal,rivalry,unnerve,moxie,86,68,72,109,66,106,81.5,1.5,507,6192,5676,0.62385315377494,283,224,439,0.8658777120315582,3,0,Special Sweeper
669,flabebe,fairy,,flower-veil,symbiosis,,44,38,39,61,79,42,0.1,0.1,303,1716,3476,0.6229507175490626,141,162,265,0.8745874587458746,0,4,Support
670,floette,fairy,,flower-veil,symbiosis,,54,45,47,75,98,52,0.9,0.2,371,2538,5292,0.5999999200000107,172,199,326,0.8787061994609164,1,1,Support
671,florges,fairy,,flower-veil,symbiosis,,78,65,68,112,154,75,10.0,1.1,552,5304,12012,0.5803570910395455,252,300,487,0.8822463768115942,1,7,Tank/Wall
672,skiddo,grass,,sap-sipper,grass-pelt,,66,65,48,62,57,52,31.0,0.9,350,3168,3762,1.0483869276795277,179,171,288,0.8228571428571428,1,4,Support
673,gogoat,grass,,sap-sipper,grass-pelt,,123,100,62,97,81,68,91.0,1.7,531,7626,9963,1.0309277287703371,265,266,434,0.8173258003766478,1,7,Bulky Offense
674,pancham,fighting,,iron-fist,mold-breaker,scrappy,67,82,62,46,48,43,8.0,0.6,348,4154,3216,1.7826083081286286,171,177,302,0.867816091954023,0,4,Support
675,pangoro,dark,fighting,iron-fist,mold-breaker,scrappy,95,124,78,69,71,58,136.0,2.1,495,7410,6745,1.7971011888259143,251,244,426,0.8606060606060606,1,3,Bulky Offense
676,furfrou,normal,,fur-coat,,,75,80,60,65,90,102,28.0,1.2,472,4500,6750,1.230769041420147,247,225,407,0.8622881355932204,3,0,Physical Sweeper
677,espurr,psychic,,keen-eye,infiltrator,own-tempo,62,48,54,63,60,68,3.5,0.3,355,3348,3720,0.7619046409675173,179,176,307,0.8647887323943662,1,4,Support
678,meowstic-male,psychic,,keen-eye,infiltrator,prankster,74,48,76,83,81,104,8.5,0.6,466,5624,5994,0.578313183335761,235,231,418,0.8969957081545065,3,0,Special Sweeper
679,honedge,ghost,steel,no-guard,,,45,80,100,35,37,28,2.0,0.8,325,4500,1665,2.2857136326532475,143,182,290,0.8923076923076924,0,4,Support
680,doublade,ghost,steel,no-guard,,,59,110,150,45,49,35,4.5,0.8,448,8850,2891,2.4444439012346884,190,258,403,0.8995535714285714,0,3,Tank/Wall
681,aegislash-shield,ghost,steel,stance-change,,,60,50,140,50,140,60,53.0,1.7,500,8400,8400,0.99999980000004,160,340,450,0.9,1,7,Tank/Wall
682,spritzee,fairy,,healer,aroma-veil,,78,52,60,63,65,23,0.5,0.2,341,4680,5070,0.825396694381477,138,203,289,0.8475073313782991,0,4,Support
683,aromatisse,fairy,,healer,aroma-veil,,101,72,72,99,89,29,15.5,0.8,462,7272,8989,0.727272653810843,200,262,390,0.8441558441558441,0,7,Tank/Wall
684,swirlix,fairy,,sweet-veil,unburden,,62,48,66,59,57,49,3.5,0.4,341,4092,3534,0.8135591841425112,156,185,293,0.8592375366568915,0,4,Support
685,slurpuff,fairy,,sweet-veil,unburden,,82,80,86,85,75,72,5.0,0.8,480,7052,6150,0.9411763598616046,237,243,400,0.8333333333333334,1,7,Bulky Offense
686,inkay,dark,psychic,contrary,suction-cups,infiltrator,53,54,53,37,46,45,3.5,0.4,288,2809,2438,1.4594590650110637,136,152,251,0.8715277777777778,0,4,Support
687,malamar,dark,psychic,contrary,suction-cups,infiltrator,86,92,88,68,75,73,47.0,1.5,482,7568,6450,1.3529409775086798,233,249,414,0.8589211618257261,1,7,Bulky Offense
688,binacle,rock,water,tough-claws,sniper,pickpocket,42,52,67,39,56,50,31.0,0.5,306,2814,2352,1.333332991453079,141,165,267,0.8725490196078431,1,4,Support
689,barbaracle,rock,water,tough-claws,sniper,pickpocket,72,105,115,54,86,68,96.0,1.3,500,8280,6192,1.9444440843622064,227,273,446,0.892,1,3,Tank/Wall
690,skrelp,poison,water,poison-point,poison-touch,adaptability,50,60,60,60,60,30,7.3,0.5,320,3000,3000,0.9999998333333612,150,170,260,0.8125,0,4,Support
691,dragalge,dragon,poison,poison-point,poison-touch,adaptability,65,75,90,97,123,44,81.5,1.8,494,5850,7995,0.773195796577753,216,278,419,0.8481781376518218,0,7,Tank/Wall
692,clauncher,water,,mega-launcher,,,50,53,62,58,63,44,8.3,0.5,330,3100,3150,0.913792945897768,155,175,277,0.8393939393939394,0,4,Support
693,clawitzer,water,,mega-launcher,,,71,73,88,120,89,59,35.3,1.3,500,6248,6319,0.6083332826388931,252,248,427,0.854,1,7,Bulky Offense
694,helioptile,electric,normal,dry-skin,sand-veil,solar-power,44,38,33,61,43,70,6.0,0.5,289,1452,1892,0.6229507175490626,169,120,251,0.8685121107266436,1,4,Support
695,heliolisk,electric,normal,dry-skin,sand-veil,solar-power,62,55,52,109,94,109,21.0,1.0,481,3224,5828,0.5045871096709074,273,208,426,0.8856548856548857,3,0,Special Sweeper
696,tyrunt,dragon,rock,strong-jaw,sturdy,,58,89,77,45,45,48,26.0,0.8,362,4466,2610,1.9777773382717023,182,180,317,0.8756906077348067,0,4,Support
697,tyrantrum,dragon,rock,strong-jaw,rock-head,,82,121,119,69,59,71,270.0,2.5,521,9758,4838,1.7536229342575458,261,260,452,0.8675623800383877,1,3,Bulky Offense
698,amaura,ice,rock,refrigerate,snow-warning,,77,59,50,67,63,46,25.2,1.3,362,3850,4851,0.8805968834930025,172,190,303,0.8370165745856354,0,4,Support
699,aurorus,ice,rock,refrigerate,snow-warning,,123,77,72,99,92,58,225.0,2.7,521,8856,11316,0.7777776992143738,234,287,444,0.8522072936660269,1,7,Tank/Wall
700,sylveon,fairy,,cute-charm,pixilate,,95,65,65,110,130,60,23.5,1.0,525,6175,12350,0.5909090371900875,235,290,460,0.8761904761904762,1,7,Tank/Wall
701,hawlucha,fighting,flying,limber,unburden,mold-breaker,78,92,75,74,63,118,21.5,0.8,500,5850,4914,1.2432430752374222,284,216,426,0.852,3,0,Physical Sweeper
702,dedenne,electric,fairy,cheek-pouch,pickup,plus,67,58,57,81,67,101,2.2,0.2,431,3819,4489,0.7160492943149019,240,191,373,0.8654292343387471,3,1,Special Sweeper
703,carbink,fairy,rock,clear-body,sturdy,,50,50,150,50,150,50,5.7,0.3,500,7500,7500,0.99999980000004,150,350,450,0.9,1,7,Tank/Wall
704,goomy,dragon,,sap-sipper,hydration,gooey,45,50,35,55,75,40,2.8,0.3,300,1575,3375,0.9090907438016828,145,155,250,0.8333333333333334,0,4,Support
705,sliggoo,dragon,,sap-sipper,hydration,gooey,68,75,53,83,113,60,17.5,0.8,452,3604,7684,0.9036143489621266,218,234,377,0.834070796460177,1,1,Bulky Offense
706,goodra,dragon,,sap-sipper,hydration,gooey,90,100,70,110,150,80,150.5,2.0,600,6300,13500,0.9090908264462884,290,310,500,0.8333333333333334,2,2,Hybrid Offense
707,klefki,fairy,steel,prankster,magician,,57,80,91,80,87,75,3.0,0.2,470,5187,4959,0.9999998750000156,235,235,390,0.8297872340425532,1,1,Bulky Offense
708,phantump,ghost,grass,natural-cure,frisk,harvest,43,70,48,50,60,38,7.0,0.4,309,2064,2580,1.399999720000056,158,151,259,0.8381877022653722,0,4,Support
709,trevenant,ghost,grass,natural-cure,frisk,harvest,85,110,76,65,82,56,71.0,1.5,474,6460,6970,1.6923074319527027,231,243,409,0.8628691983122363,1,3,Bulky Offense
710,pumpkaboo-average,ghost,grass,pickup,frisk,insomnia,49,66,70,44,55,51,5.0,0.4,335,3430,2695,1.4999996590909863,161,174,291,0.8686567164179104,1,4,Support
711,gourgeist-average,ghost,grass,pickup,frisk,insomnia,65,90,122,58,75,84,12.5,0.9,494,7930,4875,1.551723870392436,232,262,436,0.8825910931174089,2,3,Physical Sweeper
712,bergmite,ice,,own-tempo,ice-body,sturdy,55,69,85,32,35,28,99.5,1.0,304,4675,1925,2.156249326172085,129,175,272,0.8947368421052632,0,4,Support
713,avalugg,ice,,own-tempo,ice-body,sturdy,95,117,184,44,46,28,505.0,2.0,514,17480,4370,2.659090304752203,189,325,470,0.914396887159533,0,3,Tank/Wall
714,noibat,dragon,flying,frisk,infiltrator,telepathy,40,30,35,45,40,55,8.0,0.5,245,1400,1600,0.6666665185185514,130,115,215,0.8775510204081632,1,4,Support
715,noivern,dragon,flying,frisk,infiltrator,telepathy,85,70,80,97,80,123,85.0,1.5,535,6800,6800,0.721649410139236,290,245,465,0.8691588785046729,4,0,Special Sweeper
716,xerneas,fairy,,fairy-aura,,,126,131,95,131,98,99,215.0,3.0,680,11970,12348,0.999999923664128,361,319,549,0.8073529411764706,2,2,Hybrid Offense
717,yveltal,dark,flying,dark-aura,,,126,131,95,131,98,99,203.0,5.8,680,11970,12348,0.999999923664128,361,319,549,0.8073529411764706,2,2,Hybrid Offense
718,zygarde-50,dragon,ground,aura-break,,,108,100,121,81,95,95,305.0,5.0,600,13068,10260,1.2345677488187965,276,324,519,0.865,2,2,Physical Sweeper
719,diancie,fairy,rock,clear-body,,,50,100,150,100,150,50,8.8,0.7,600,7500,7500,0.99999990000001,250,350,500,0.8333333333333334,1,7,Tank/Wall
720,hoopa,ghost,psychic,magician,,,80,110,60,150,130,70,9.0,0.5,600,4800,10400,0.7333332844444477,330,270,490,0.8166666666666667,1,7,Bulky Offense
721,volcanion,fire,water,water-absorb,,,80,110,120,130,90,70,195.0,1.7,600,9600,7200,0.8461537810650938,310,290,490,0.8166666666666667,1,7,Bulky Offense
722,rowlet,flying,grass,overgrow,long-reach,,68,55,55,50,50,42,1.5,0.3,320,3740,3400,1.0999997800000438,147,173,270,0.84375,0,4,Support
723,dartrix,flying,grass,overgrow,long-reach,,78,75,75,70,70,52,16.0,0.7,420,5850,5460,1.0714284183673688,197,223,350,0.8333333333333334,1,1,Bulky Offense
724,decidueye,ghost,grass,overgrow,long-reach,,78,107,75,100,100,70,36.6,1.6,530,5850,7800,1.0699998930000107,277,253,430,0.8113207547169812,1,7,Bulky Offense
725,litten,fire,,blaze,intimidate,,45,65,40,60,40,70,4.3,0.4,320,1800,1800,1.0833331527778078,195,125,260,0.8125,1,4,Support
726,torracat,fire,,blaze,intimidate,,65,85,50,80,50,90,25.0,0.7,420,3250,3250,1.0624998671875163,255,165,340,0.8095238095238095,2,1,Hybrid Offense
727,incineroar,dark,fire,blaze,intimidate,,95,115,90,80,90,60,83.0,1.8,530,8550,8550,1.4374998203125224,255,275,450,0.8490566037735849,1,7,Bulky Offense
728,popplio,water,,torrent,liquid-voice,,50,54,54,66,56,40,7.5,0.4,320,2700,2800,0.8181816942148947,160,160,266,0.83125,0,4,Support
729,brionne,water,,torrent,liquid-voice,,60,69,69,91,81,50,17.5,0.6,420,4140,4860,0.7582416749184973,210,210,351,0.8357142857142857,1,1,Support
730,primarina,fairy,water,torrent,liquid-voice,,80,74,74,126,116,60,44.0,1.8,530,5920,9280,0.5873015406903539,260,270,456,0.8603773584905661,1,7,Bulky Offense
731,pikipek,flying,normal,keen-eye,skill-link,pickup,35,75,30,30,30,65,1.2,0.3,265,1050,1050,2.499999166666945,170,95,235,0.8867924528301887,1,4,Support
732,trumbeak,flying,normal,keen-eye,skill-link,pickup,55,85,50,40,50,75,14.8,0.6,355,2750,2750,2.124999468750133,200,155,315,0.8873239436619719,1,4,Support
733,toucannon,flying,normal,keen-eye,skill-link,sheer-force,80,120,75,75,75,60,26.0,1.1,485,6000,6000,1.599999786666695,255,230,410,0.845360824742268,1,1,Bulky Offense
734,yungoos,normal,,stakeout,strong-jaw,adaptability,48,70,30,30,30,45,6.0,0.4,253,1440,1440,2.333332555555814,145,108,223,0.8814229249011858,0,4,Support
735,gumshoos,normal,,stakeout,strong-jaw,adaptability,88,110,60,55,60,45,14.2,0.7,418,5280,5280,1.9999996363637025,210,208,363,0.868421052631579,0,3,Support
736,grubbin,bug,,swarm,,,47,62,45,55,45,46,4.4,0.4,300,2115,2115,1.1272725223140867,163,137,245,0.8166666666666667,0,4,Support
737,charjabug,bug,electric,battery,,,57,82,95,55,75,36,10.5,0.5,400,5415,4275,1.49090881983476,173,227,345,0.8625,0,4,Tank/Wall
738,vikavolt,bug,electric,levitate,,,77,70,90,145,75,43,45.0,1.5,500,6930,5775,0.4827585873959595,258,242,430,0.86,0,7,Bulky Offense
739,crabrawler,fighting,,hyper-cutter,iron-fist,anger-point,47,82,57,42,47,63,7.0,0.6,338,2679,2209,1.9523804875284552,187,151,296,0.8757396449704142,1,4,Support
740,crabominable,fighting,ice,hyper-cutter,iron-fist,anger-point,97,132,77,62,67,43,180.0,1.7,478,7469,6499,2.1290319146722716,237,241,416,0.8702928870292888,0,3,Bulky Offense
741,oricorio-baile,fire,flying,dancer,,,75,70,70,98,70,93,3.4,0.6,476,5250,5250,0.7142856413994243,261,215,406,0.8529411764705882,2,1,Special Sweeper
742,cutiefly,bug,fairy,honey-gather,shield-dust,sweet-veil,40,45,40,55,40,84,0.2,0.1,304,1600,1600,0.8181816694215146,184,120,259,0.8519736842105263,2,4,Special Sweeper
743,ribombee,bug,fairy,honey-gather,shield-dust,sweet-veil,60,55,60,95,70,124,0.5,0.2,464,3600,4200,0.5789473074792307,274,190,409,0.8814655172413793,4,0,Special Sweeper
744,rockruff,rock,,keen-eye,vital-spirit,steadfast,45,65,40,30,40,60,9.2,0.5,280,1800,1800,2.166665944444685,155,125,250,0.8928571428571429,1,4,Support
745,lycanroc-midday,rock,,keen-eye,sand-rush,steadfast,75,115,65,55,65,112,25.0,0.8,487,4875,4875,2.09090871074387,282,205,432,0.8870636550308009,3,0,Physical Sweeper
746,wishiwashi-solo,water,,schooling,,,45,20,20,25,25,40,0.3,0.2,175,900,1125,0.799999680000128,85,90,155,0.8857142857142857,0,4,Support
747,mareanie,poison,water,merciless,limber,regenerator,50,53,62,43,52,45,8.0,0.4,305,3100,2600,1.2325578528935226,141,164,262,0.8590163934426229,0,4,Support
748,toxapex,poison,water,merciless,limber,regenerator,50,63,152,53,142,35,14.5,0.7,495,7600,7100,1.1886790210039582,151,344,442,0.8929292929292929,0,7,Tank/Wall
749,mudbray,ground,,own-tempo,stamina,inner-focus,70,100,70,45,55,45,110.0,1.0,385,4900,3850,2.2222217283951715,190,195,340,0.8831168831168831,0,4,Support
750,mudsdale,ground,,own-tempo,stamina,inner-focus,100,125,100,55,85,35,920.0,2.5,500,10000,8500,2.2727268595042074,215,285,445,0.89,0,3,Tank/Wall
751,dewpider,bug,water,water-bubble,water-absorb,,38,40,52,40,72,27,4.0,0.3,269,1976,2736,0.9999997500000624,107,162,229,0.8513011152416357,0,4,Support
752,araquanid,bug,water,water-bubble,water-absorb,,68,70,92,50,132,42,82.0,1.8,454,6256,8976,1.399999720000056,162,292,404,0.8898678414096917,0,7,Tank/Wall
753,fomantis,grass,,leaf-guard,contrary,,40,55,35,50,35,35,1.5,0.3,250,1400,1400,1.0999997800000438,140,110,200,0.8,0,4,Support
754,lurantis,grass,,leaf-guard,contrary,,70,105,90,80,90,45,18.5,0.9,480,6300,6300,1.3124998359375204,230,250,400,0.8333333333333334,0,7,Bulky Offense
755,morelull,fairy,grass,illuminate,effect-spore,rain-dish,40,35,55,65,75,15,1.5,0.2,285,2200,3000,0.5384614556213145,115,170,250,0.8771929824561403,0,4,Support
756,shiinotic,fairy,grass,illuminate,effect-spore,rain-dish,60,45,80,90,100,30,11.5,1.0,405,4800,6000,0.4999999444444506,165,240,360,0.8888888888888888,0,7,Tank/Wall
757,salandit,fire,poison,corrosion,oblivious,,48,44,40,71,40,77,4.8,0.6,320,1920,1920,0.6197182225748982,192,128,276,0.8625,1,4,Support
758,salazzle,fire,poison,corrosion,oblivious,,68,64,60,111,60,117,22.2,1.2,480,4080,4080,0.5765765246327456,292,188,416,0.8666666666666667,3,0,Special Sweeper
759,stufful,fighting,normal,fluffy,klutz,cute-charm,70,75,50,45,50,50,6.8,0.5,340,3500,3500,1.6666662962963783,170,170,295,0.8676470588235294,1,4,Support
760,bewear,fighting,normal,fluffy,klutz,unnerve,120,125,80,55,60,60,135.0,2.1,500,9600,7200,2.2727268595042074,240,260,445,0.89,1,3,Bulky Offense
761,bounsweet,grass,,leaf-guard,oblivious,sweet-veil,42,30,38,30,38,32,3.2,0.3,210,1596,1596,0.9999996666667778,92,118,180,0.8571428571428571,0,4,Support
762,steenee,grass,,leaf-guard,oblivious,sweet-veil,52,40,48,40,48,62,8.2,0.7,290,2496,2496,0.9999997500000624,142,148,250,0.8620689655172413,1,4,Support
763,tsareena,grass,,leaf-guard,queenly-majesty,sweet-veil,72,120,98,50,98,72,21.4,1.2,510,7056,7056,2.3999995200000956,242,268,460,0.9019607843137256,1,3,Bulky Offense
764,comfey,fairy,,flower-veil,triage,natural-cure,51,52,90,82,110,100,0.3,0.1,485,4590,5610,0.6341462641285044,234,251,433,0.8927835051546392,3,0,Special Sweeper
765,oranguru,normal,psychic,inner-focus,telepathy,symbiosis,90,60,80,90,110,60,76.0,1.5,490,7200,9900,0.6666665925926007,210,280,430,0.8775510204081632,1,7,Tank/Wall
766,passimian,fighting,,receiver,defiant,,100,120,90,40,60,80,82.8,2.0,490,9000,6000,2.999999250000187,240,250,450,0.9183673469387756,2,3,Physical Sweeper
767,wimpod,bug,water,wimp-out,,,25,35,40,20,30,80,12.0,0.5,230,1000,750,1.7499991250004376,135,95,210,0.9130434782608696,2,4,Physical Sweeper
768,golisopod,bug,water,emergency-exit,,,75,125,140,60,90,40,108.0,2.0,530,10500,6750,2.0833329861111687,225,305,470,0.8867924528301887,0,3,Tank/Wall
769,sandygast,ghost,ground,water-compaction,sand-veil,,55,55,80,70,45,15,70.0,0.5,320,4400,2475,0.7857141734694038,140,180,265,0.828125,0,4,Support
770,palossand,ghost,ground,water-compaction,sand-veil,,85,75,110,100,75,35,250.0,1.3,480,9350,6375,0.7499999250000075,210,270,405,0.84375,0,7,Tank/Wall
771,pyukumuku,water,,innards-out,unaware,,55,60,130,30,130,5,1.2,0.3,410,7150,7150,1.9999993333335555,95,315,380,0.926829268292683,0,3,Tank/Wall
772,type-null,normal,,battle-armor,,,95,95,95,95,95,59,120.5,1.9,534,9025,9025,0.9999998947368532,249,285,439,0.8220973782771536,1,7,Bulky Offense
773,silvally,normal,,rks-system,,,95,95,95,95,95,95,100.5,2.3,570,9025,9025,0.9999998947368532,285,285,475,0.8333333333333334,2,2,Hybrid Offense
774,minior-red-meteor,flying,rock,shields-down,,,60,60,100,60,100,60,40.0,0.3,440,6000,6000,0.9999998333333612,180,260,380,0.8636363636363636,1,7,Tank/Wall
775,komala,normal,,comatose,,,65,115,65,75,95,65,19.9,0.4,480,4225,6175,1.533333128888916,255,225,405,0.84375,1,1,Bulky Offense
776,turtonator,dragon,fire,shell-armor,,,60,78,135,91,85,36,212.0,2.0,485,8100,5100,0.8571427629513447,205,280,407,0.8391752577319588,0,7,Tank/Wall
777,togedemaru,electric,steel,iron-barbs,lightning-rod,sturdy,65,98,63,40,73,96,3.3,0.3,435,4095,4745,2.449999387500153,234,201,395,0.9080459770114944,2,1,Physical Sweeper
778,mimikyu-disguised,fairy,ghost,disguise,,,55,90,80,50,105,96,0.7,0.2,476,4400,5775,1.799999640000072,236,240,426,0.8949579831932774,2,1,Physical Sweeper
779,bruxish,psychic,water,dazzling,strong-jaw,wonder-skin,68,105,70,70,70,92,19.0,0.9,475,4760,4760,1.4999997857143164,267,208,405,0.8526315789473684,2,1,Physical Sweeper
780,drampa,dragon,normal,berserk,sap-sipper,cloud-nine,78,60,85,135,91,36,185.0,3.0,485,6630,7098,0.4444444115226362,231,254,425,0.8762886597938144,0,7,Bulky Offense
781,dhelmise,ghost,grass,steelworker,,,70,131,100,86,90,40,210.0,3.9,517,7000,6300,1.52325563683074,257,260,431,0.8336557059961315,0,7,Bulky Offense
782,jangmo-o,dragon,,bulletproof,soundproof,overcoat,45,55,65,45,45,45,29.7,0.6,300,2925,2025,1.2222219506173442,145,155,255,0.85,0,4,Support
783,hakamo-o,dragon,fighting,bulletproof,soundproof,overcoat,55,75,90,65,70,65,47.0,1.2,420,4950,3850,1.1538459763313882,205,215,355,0.8452380952380952,1,1,Support
784,kommo-o,dragon,fighting,bulletproof,soundproof,overcoat,75,110,125,100,105,85,78.2,1.6,600,9375,7875,1.099999890000011,295,305,500,0.8333333333333334,2,2,Hybrid Offense
785,tapu-koko,electric,fairy,electric-surge,telepathy,,70,115,85,95,75,130,20.5,1.8,570,5950,5250,1.2105261883656644,340,230,475,0.8333333333333334,4,0,Physical Sweeper
786,tapu-lele,fairy,psychic,psychic-surge,telepathy,,70,85,75,130,115,95,18.6,1.2,570,5250,8050,0.6538461035502997,310,260,485,0.8508771929824561,2,0,Special Sweeper
787,tapu-bulu,fairy,grass,grassy-surge,telepathy,,70,130,115,85,95,75,45.5,1.9,570,8050,6650,1.5294115847751075,290,280,485,0.8508771929824561,1,3,Bulky Offense
788,tapu-fini,fairy,water,misty-surge,telepathy,,70,75,115,95,130,85,21.2,1.3,570,8050,9100,0.789473601108042,255,315,495,0.868421052631579,2,7,Special Sweeper
789,cosmog,psychic,,unaware,,,43,29,31,29,31,37,0.1,0.2,200,1333,1333,0.9999996551725328,95,105,171,0.855,0,4,Support
790,cosmoem,psychic,,sturdy,,,43,29,131,29,131,37,999.9,0.1,400,5633,5633,0.9999996551725328,95,305,371,0.9275,0,7,Tank/Wall
791,solgaleo,psychic,steel,full-metal-body,,,137,137,107,113,89,97,230.0,3.4,680,14659,12193,1.212389273239887,347,333,567,0.8338235294117647,2,2,Physical Sweeper
792,lunala,ghost,psychic,shadow-shield,,,137,113,89,137,107,97,120.0,4.0,680,12193,14659,0.8248174580425213,347,333,567,0.8338235294117647,2,2,Special Sweeper
793,nihilego,poison,rock,beast-boost,,,109,53,47,127,131,103,55.5,1.2,570,5123,14279,0.4173228017856061,283,287,517,0.9070175438596492,3,2,Special Sweeper
794,buzzwole,bug,fighting,beast-boost,,,107,139,139,53,53,79,333.6,2.4,570,14873,5671,2.622641014596035,271,299,517,0.9070175438596492,1,3,Bulky Offense
795,pheromosa,bug,fighting,beast-boost,,,71,137,37,137,37,151,25.0,1.8,570,2627,2627,0.9999999270073046,425,145,433,0.7596491228070176,4,0,Hybrid Offense
796,xurkitree,electric,,beast-boost,,,83,89,71,173,71,83,100.0,3.8,570,5893,5893,0.5144508373149805,345,225,481,0.843859649122807,2,0,Special Sweeper
797,celesteela,flying,steel,beast-boost,,,97,101,103,107,101,61,999.9,9.2,570,9991,9797,0.9439251454275563,269,301,469,0.8228070175438597,1,7,Bulky Offense
