a_weakness_overlap,a_role_balance,a_speed_variance,a_bst_efficiency,b_weakness_overlap,b_role_balance,b_speed_variance,b_bst_efficiency,team_a_wins
2,0.75,1.299038105676658,0.8606163025889967,4,0.75,1.6583123951777,0.8661880360129532,0
0,0.75,1.118033988749895,0.8729125124626121,2,0.25,0.4330127018922193,0.8463859489205112,1
1,0.75,1.0897247358851685,0.8485702276427104,2,0.5,0.82915619758885,0.8315016063467087,1
0,0.75,1.0897247358851685,0.884268601613833,4,0.75,0.5,0.8266396088466235,1
4,0.5,0.4330127018922193,0.8332921058407827,2,0.5,1.299038105676658,0.8551404640085576,0
2,0.75,0.4330127018922193,0.8494334097275275,0,0.5,0.5,0.8407738095238095,1
0,0.75,1.118033988749895,0.8710445333771906,2,0.75,1.479019945774904,0.8562144317954454,0
2,0.75,0.4330127018922193,0.8652040816326529,4,0.75,1.224744871391589,0.861229668149311,1
1,1.0,1.5,0.8771446902514165,3,0.75,1.4142135623730951,0.848849917824593,1
1,0.75,0.7071067811865476,0.8298180431859812,0,0.75,1.5,0.8645023957523957,1
1,1.0,0.7071067811865476,0.8574831250331949,2,1.0,0.82915619758885,0.8816800345248621,1
2,0.75,1.0897247358851685,0.8632670625074742,4,1.0,0.7071067811865476,0.8250313898014296,0
3,0.75,1.299038105676658,0.8427673601429295,1,0.75,1.0897247358851685,0.876670881508981,0
3,0.75,1.6393596310755,0.876367381583875,0,0.5,0.82915619758885,0.8758197271534942,1
2,0.25,0.4330127018922193,0.8621007922894715,3,1.0,0.82915619758885,0.8610489961077726,0
2,0.75,0.7071067811865476,0.8395793629969892,0,1.0,1.5,0.8467944265436883,0
1,0.5,1.5811388300841898,0.883270331925023,1,0.75,0.5,0.8861441040858439,1
2,1.0,1.0,0.8504633558333352,1,0.75,0.7071067811865476,0.8834204486210259,1
0,0.75,0.4330127018922193,0.8628537964126889,1,0.75,1.4142135623730951,0.8746599404237948,0
0,1.0,1.118033988749895,0.8384415004896933,1,0.75,1.6583123951777,0.8930499968879186,0
3,0.75,0.82915619758885,0.8551507749326146,3,0.75,1.0897247358851685,0.854036994079367,0
2,1.0,0.82915619758885,0.8756038089459794,1,0.75,0.7071067811865476,0.8434049988932202,1
1,0.75,0.5,0.858772460376196,0,1.0,1.224744871391589,0.8446391018095731,1
1,1.0,0.4330127018922193,0.8815433155758499,2,0.75,1.6583123951777,0.8575392843704647,0
0,0.75,0.82915619758885,0.8571811365634473,1,0.75,0.4330127018922193,0.8572275547423691,0
2,1.0,1.118033988749895,0.8513450502152081,1,0.5,0.4330127018922193,0.8453340342121601,1
3,0.75,0.0,0.8736219332816425,1,1.0,1.5811388300841898,0.8613753723932472,0
1,0.5,0.7071067811865476,0.8671917139387597,2,0.5,1.224744871391589,0.8634918773409268,0
0,0.75,0.4330127018922193,0.8725128644939966,0,1.0,1.4142135623730951,0.8731742078651987,0
4,0.75,1.6583123951777,0.8791838459265344,3,0.25,0.0,0.8526913288375579,1
3,0.75,1.118033988749895,0.9020960377771523,1,0.75,1.7320508075688772,0.8698135955413093,1
2,1.0,0.82915619758885,0.8369356972109818,2,0.75,0.5,0.858150165337483,1
2,0.5,0.4330127018922193,0.8521965964670581,2,0.75,0.4330127018922193,0.851744592062681,0
0,0.5,1.299038105676658,0.8792702911123964,2,0.5,0.4330127018922193,0.87658650606469,1
0,0.75,0.5,0.8604502688172043,2,0.75,0.8660254037844386,0.8449728487886382,1
0,0.75,1.5,0.8794903992639185,1,1.0,1.5811388300841898,0.8515953000576748,0
1,0.5,1.224744871391589,0.8636568546964586,1,0.75,1.5811388300841898,0.8505168678432671,0
0,1.0,0.82915619758885,0.8593182112315435,0,1.0,1.118033988749895,0.880921227071043,0
2,1.0,0.82915619758885,0.8596292781859352,1,1.0,0.82915619758885,0.8561799719887955,1
2,1.0,0.82915619758885,0.8689284956342469,2,0.75,0.82915619758885,0.8406250000000001,0
2,1.0,0.82915619758885,0.8541432983851849,0,0.75,1.0897247358851685,0.8602047097080829,0
1,0.5,1.0897247358851685,0.8867867443589601,2,0.5,1.118033988749895,0.8821524292440628,0
1,0.75,1.6583123951777,0.8790754059060696,1,1.0,1.5811388300841898,0.8756368652112008,1
0,0.75,1.118033988749895,0.8706116038433112,2,0.75,0.4330127018922193,0.8401761989875021,0
1,0.75,1.299038105676658,0.8779578224732516,4,0.75,1.0,0.8739817721960579,0
1,0.75,0.82915619758885,0.8591687617850408,3,1.0,1.118033988749895,0.8717971041055719,1
2,0.5,0.4330127018922193,0.8686234302805524,3,1.0,1.224744871391589,0.8795145110934584,0
0,0.75,1.6583123951777,0.8832553758908763,0,0.75,0.82915619758885,0.8631641647735565,1
0,1.0,1.5811388300841898,0.8470737273384592,0,0.5,0.5,0.8793021632587474,1
1,0.75,1.118033988749895,0.8363273326572008,1,0.75,0.7071067811865476,0.8480419927168192,0
0,0.5,0.4330127018922193,0.8436085376416977,0,0.75,1.6393596310755,0.8397780164697458,0
0,0.75,1.224744871391589,0.8627418708583757,0,0.75,1.479019945774904,0.8718803630611145,1
2,0.5,1.118033988749895,0.8795599360254533,2,0.75,1.6583123951777,0.9104124408384042,0
1,0.75,1.224744871391589,0.8873692115206141,1,0.75,0.82915619758885,0.8739983579638751,1
0,0.5,1.0,0.8577740711669284,4,0.75,1.118033988749895,0.8639932144808906,1
1,0.75,0.4330127018922193,0.8666985138935172,1,0.75,1.224744871391589,0.8779343551047674,1
5,0.75,1.0897247358851685,0.8704235570802561,0,0.75,0.7071067811865476,0.8338184695163402,1
0,0.75,1.6583123951777,0.831430451675107,3,0.25,0.5,0.8505384912585724,1
0,0.5,0.7071067811865476,0.8540061215934897,0,0.75,1.7320508075688772,0.8386173597290059,0
1,1.0,0.82915619758885,0.8726820800126253,1,0.75,0.82915619758885,0.8896389483668864,1
1,0.75,0.7071067811865476,0.8717584329028115,5,0.75,1.5,0.8427949864681664,0
1,0.75,1.224744871391589,0.8722372854926941,3,0.25,0.4330127018922193,0.8754942862002457,1
1,0.75,1.0,0.8634399789541849,0,0.75,0.0,0.8853111709612704,1
1,0.75,0.7071067811865476,0.9258069589624468,1,0.75,1.479019945774904,0.8400210084033614,1
3,0.75,1.6583123951777,0.8468503665801663,0,0.75,1.118033988749895,0.8706439247571848,1
2,0.75,1.6393596310755,0.8547795198548652,0,1.0,1.299038105676658,0.8515301917584659,1
5,0.75,0.5,0.8495935134797816,1,0.75,1.0897247358851685,0.8418200038636146,0
3,0.75,0.4330127018922193,0.8610016612619131,1,0.5,0.5,0.8660548494500849,1
1,1.0,1.0,0.864238310708899,2,0.75,1.4142135623730951,0.8369732535401173,1
1,0.75,0.7071067811865476,0.8527788308855446,1,0.5,0.5,0.8634888832150633,1
0,0.75,0.8660254037844386,0.8491450419118959,1,0.75,1.0,0.8418412487077804,0
1,0.75,1.6583123951777,0.872795729755374,1,0.75,1.0897247358851685,0.8781193514088251,1
1,0.75,1.0897247358851685,0.8729941842092932,0,0.75,1.0897247358851685,0.8624370373230854,1
1,0.5,0.5,0.8455700623253816,1,1.0,1.299038105676658,0.8662876008804109,0
0,0.75,0.4330127018922193,0.8380318352059926,1,1.0,1.118033988749895,0.8723085040242995,0
1,0.25,0.5,0.8534591750171461,6,0.75,0.8660254037844386,0.8544081975198816,0
2,0.75,0.7071067811865476,0.8394680500658761,3,0.75,1.0,0.8782457861086894,0
0,0.75,1.7853571071357126,0.8698019212084547,4,0.75,0.82915619758885,0.8857528436475806,0
0,0.75,1.118033988749895,0.844152706185567,0,0.5,1.5,0.8606565767397416,1
0,0.75,1.299038105676658,0.849462470460121,1,0.75,0.0,0.8519999775500634,1
0,0.75,1.479019945774904,0.8779341301246333,2,0.75,0.7071067811865476,0.8624007798289408,1
1,0.75,1.0,0.8414293610420034,0,0.75,0.5,0.8636777864327695,1
3,1.0,0.82915619758885,0.8698109437949937,0,0.75,0.5,0.8621413478120795,1
2,0.75,0.8660254037844386,0.8571867692308623,0,0.75,1.5,0.8894634973194576,0
1,0.75,1.299038105676658,0.8659947633498503,1,1.0,0.8660254037844386,0.8358312121023985,0
4,0.75,0.8660254037844386,0.8329524013722127,2,0.75,1.6583123951777,0.8625007330518414,0
3,0.5,1.0,0.85816514741172,0,0.5,0.82915619758885,0.8839566755083996,1
1,0.5,0.7071067811865476,0.8429462611580115,1,0.75,1.5,0.8655508682633821,0
3,0.75,0.7071067811865476,0.8647667233665669,1,1.0,0.82915619758885,0.8510326443133712,1
0,0.5,0.82915619758885,0.8518950655076429,2,1.0,0.4330127018922193,0.8644685461590134,1
0,0.75,1.5811388300841898,0.8671920289257873,2,0.75,0.0,0.9017223306658891,1
0,0.25,0.4330127018922193,0.8793848332839158,0,0.5,1.299038105676658,0.844700904171672,0
1,0.75,1.118033988749895,0.873469156236358,0,1.0,0.82915619758885,0.8827212807082645,1
1,1.0,1.118033988749895,0.8368452718452719,1,1.0,1.5811388300841898,0.8698640646084312,1
1,0.5,1.299038105676658,0.8296464588191476,1,0.75,1.6393596310755,0.8524034530181386,1
1,0.75,1.299038105676658,0.8705980233060114,3,0.75,1.5,0.8422472513234368,1
0,0.5,0.82915619758885,0.8678771189895298,3,1.0,1.0897247358851685,0.8467547991468183,1
1,0.75,0.5,0.8381193127713986,1,1.0,0.82915619758885,0.8636321195144724,1
5,0.5,0.5,0.8954093320472631,2,1.0,0.82915619758885,0.8563199155620628,0
4,0.75,0.7071067811865476,0.8598077618144031,2,0.75,1.5,0.8579888517991369,0
0,0.5,0.5,0.8674673485066744,5,0.5,0.4330127018922193,0.8390815289879461,0
0,0.75,1.0897247358851685,0.8446095745990704,2,1.0,1.479019945774904,0.8837452827470975,1
1,0.5,0.7071067811865476,0.8374378955462235,2,0.5,0.5,0.8488522055388787,1
1,1.0,1.5811388300841898,0.8356193529273007,2,0.75,0.5,0.8369493973984106,1
0,0.75,0.4330127018922193,0.8794454867902323,3,0.75,0.82915619758885,0.8831667350278075,0
2,0.75,0.7071067811865476,0.8395722072640668,0,0.75,0.7071067811865476,0.8710885324751722,0
0,0.75,0.7071067811865476,0.8691843068588717,0,0.75,1.4142135623730951,0.8267713903743316,0
4,0.75,1.299038105676658,0.8385711420602218,1,0.75,0.5,0.882208151507373,1
2,0.75,0.0,0.8730721199389504,0,0.75,0.82915619758885,0.8653125147775098,1
0,0.25,0.5,0.8669541511276924,2,0.75,0.8660254037844386,0.8665050003380179,0
2,0.75,1.5811388300841898,0.8621218341045928,0,0.5,0.0,0.8652383622022889,1
2,1.0,1.0897247358851685,0.829736404285567,1,0.75,0.5,0.8574733985353528,1
1,1.0,0.82915619758885,0.8330586544962814,0,0.75,0.82915619758885,0.8525033068783068,0
1,0.75,1.0,0.866063951939238,0,0.75,0.5,0.8580587025654657,1
4,0.75,0.82915619758885,0.872764131727051,3,0.5,0.5,0.8686405652449796,1
1,0.5,1.299038105676658,0.8566824265800419,0,0.5,0.0,0.8590992571926764,1
1,0.75,0.7071067811865476,0.8690602505594359,2,0.5,0.4330127018922193,0.8450273757415852,0
1,0.5,0.4330127018922193,0.8635909257765425,1,0.5,1.299038105676658,0.8751348728655068,0
0,1.0,0.82915619758885,0.8637576596404817,1,0.75,0.4330127018922193,0.843766293568511,1
2,0.75,1.299038105676658,0.8525277389094226,1,0.75,1.5,0.9123785310070428,0
3,1.0,1.6583123951777,0.8654370935769352,1,0.75,1.6393596310755,0.8473967176004528,1
0,0.75,0.5,0.8728391332482005,0,1.0,1.479019945774904,0.8640084743631654,0
2,1.0,1.479019945774904,0.8674053326124394,2,0.75,1.299038105676658,0.8551476932195705,1
3,0.5,0.4330127018922193,0.8759683051915463,1,0.5,0.7071067811865476,0.8745068364471349,0
2,1.0,1.6393596310755,0.8507407719377058,3,1.0,1.118033988749895,0.8622744260967876,0
1,0.75,0.7071067811865476,0.8485499754602235,0,1.0,0.4330127018922193,0.8600998732826464,0
0,0.75,0.4330127018922193,0.8653024665381105,2,0.75,1.0897247358851685,0.8547513346700164,1
0,0.75,1.0897247358851685,0.8944387940361329,1,0.5,1.0897247358851685,0.8598585276512105,1
0,0.75,1.0,0.8553437714054425,2,0.5,0.82915619758885,0.8774968906443825,0
1,0.5,0.4330127018922193,0.8384995507637016,1,0.75,0.8660254037844386,0.8602768576452787,0
2,0.5,1.5811388300841898,0.828353145381864,1,0.75,1.0,0.8695011198992091,1
0,0.5,0.0,0.8700936644261887,2,0.75,0.82915619758885,0.866397808980049,0
1,0.5,0.82915619758885,0.8461757073117828,3,0.75,1.299038105676658,0.8560093355134747,0
1,0.5,0.5,0.8686825058970957,1,0.75,0.5,0.8430002366130804,1
1,0.75,0.82915619758885,0.8385896554883636,4,0.75,0.8660254037844386,0.8548426630207024,1
1,0.75,1.0897247358851685,0.8921624713958811,3,0.75,0.82915619758885,0.8585250819827225,0
1,1.0,1.118033988749895,0.8583640010213631,1,0.75,1.5,0.8799663921512662,0
1,1.0,1.479019945774904,0.851312273157721,1,1.0,0.82915619758885,0.8662961509692323,1
2,0.75,1.6583123951777,0.8179290254237288,1,0.5,0.7071067811865476,0.868282334756052,1
2,0.5,0.4330127018922193,0.8649839358172692,1,0.5,0.7071067811865476,0.8493916456405943,0
2,0.5,0.4330127018922193,0.85533581824108,2,1.0,0.82915619758885,0.8411241703320911,0
0,0.75,0.82915619758885,0.8980006105006105,0,1.0,0.4330127018922193,0.8779497677019206,0
1,1.0,1.479019945774904,0.8724897924277175,0,0.75,1.479019945774904,0.8698473174445758,1
2,1.0,1.479019945774904,0.8723281177224069,3,0.75,1.0897247358851685,0.8499616207388874,1
1,0.5,0.4330127018922193,0.8806520314809891,0,0.75,0.8660254037844386,0.834993709607585,0
2,0.75,0.7071067811865476,0.857234232464579,2,0.5,0.8660254037844386,0.8313531262173028,1
4,1.0,0.82915619758885,0.8573942881524046,2,0.75,0.5,0.8636562467930393,1
0,0.75,1.299038105676658,0.8243943752426841,3,0.75,0.82915619758885,0.8621931599624454,1
1,1.0,1.0897247358851685,0.8668732782369146,1,0.75,0.5,0.8605005798420213,1
2,0.75,0.82915619758885,0.8640835880160713,1,0.75,0.4330127018922193,0.8737174699004724,1
1,0.75,0.82915619758885,0.8454439209545525,2,0.75,2.0,0.8346870850972132,0
2,0.75,1.5,0.8766098691698816,0,1.0,0.82915619758885,0.871032091999834,1
1,0.75,1.5811388300841898,0.8290688032575768,1,0.75,0.5,0.8626300733072003,1
2,0.75,0.4330127018922193,0.8783120775222701,1,0.25,0.4330127018922193,0.8705408824204224,1
1,0.75,1.479019945774904,0.8427224047705976,1,0.5,1.224744871391589,0.8801394582061675,1
0,1.0,1.0897247358851685,0.8483236219015908,1,1.0,0.7071067811865476,0.8357909130935446,0
0,1.0,1.224744871391589,0.840960044683449,3,1.0,2.0,0.8547840834446987,0
0,0.5,0.4330127018922193,0.878236346986347,1,1.0,0.82915619758885,0.8473133344191423,0
2,0.75,0.7071067811865476,0.8605316164418106,1,0.75,1.118033988749895,0.8444223081927926,0
2,1.0,0.4330127018922193,0.856584551575345,1,1.0,0.5,0.8560399791031174,0
0,1.0,1.479019945774904,0.836173469387755,3,0.75,0.4330127018922193,0.8688759831909955,0
3,0.75,1.0897247358851685,0.8484461279882556,1,0.5,0.4330127018922193,0.8459800885727238,1
3,0.75,1.0,0.867093836396162,0,0.75,0.82915619758885,0.8706725185383722,1
1,0.5,0.4330127018922193,0.8657680290853517,2,0.75,1.118033988749895,0.8897546897546897,0
3,0.5,0.4330127018922193,0.8520847812809333,3,0.5,1.299038105676658,0.8619014303482586,1
0,0.5,0.4330127018922193,0.8541140648377012,0,0.5,0.7071067811865476,0.8654199802526374,0
2,0.75,1.5811388300841898,0.8276703993455029,3,0.75,0.7071067811865476,0.8666163269165049,0
0,0.75,0.82915619758885,0.8576805111645633,0,0.5,1.6393596310755,0.8536723611367817,1
0,0.75,0.8660254037844386,0.8590300501590824,0,1.0,0.82915619758885,0.8593993390038941,1
5,0.75,0.8660254037844386,0.8360204163302497,1,0.5,0.4330127018922193,0.8449347348054244,0
0,1.0,1.118033988749895,0.8736782821370852,2,1.0,1.224744871391589,0.8523527418502608,1
1,0.75,1.118033988749895,0.8711858960357002,0,0.75,0.4330127018922193,0.8626382876382876,0
4,0.5,0.5,0.8388808872569008,2,0.75,1.0897247358851685,0.8948846621692859,1
1,0.75,1.299038105676658,0.8471323887836726,2,0.75,0.82915619758885,0.8904472173978706,1
1,0.75,0.7071067811865476,0.8475073075092198,1,0.75,0.82915619758885,0.8665010428168323,0
1,0.5,0.4330127018922193,0.8581108868577512,2,0.75,0.8660254037844386,0.8484015868490686,0
1,0.5,1.7853571071357126,0.860943837350487,1,0.75,0.8660254037844386,0.8660168567067308,1
4,0.5,1.479019945774904,0.8427543127524446,1,0.75,1.0897247358851685,0.8604126152490639,0
0,0.75,1.224744871391589,0.8506622883825741,3,0.5,0.82915619758885,0.8808901643876895,1
0,0.75,1.224744871391589,0.8499548942800135,2,0.75,1.224744871391589,0.806798245614035,1
2,0.75,1.118033988749895,0.8419288024650585,0,0.75,1.118033988749895,0.8591892853917076,0
5,0.75,0.4330127018922193,0.8769463155746071,1,0.5,0.5,0.8721691846976196,0
0,1.0,0.82915619758885,0.8546351769147562,0,0.75,1.0897247358851685,0.8622711179479665,1
3,0.75,1.479019945774904,0.8109793783260764,2,0.75,1.5,0.8944160518062231,1
1,1.0,1.5,0.858835135048065,3,1.0,0.5,0.8672137721817997,1
0,0.75,1.224744871391589,0.8545482110369921,2,0.75,0.5,0.8582832333626825,1
2,1.0,0.82915619758885,0.8473448519120121,0,0.75,0.7071067811865476,0.8596762166405024,0
4,1.0,1.118033988749895,0.8315943396226415,3,1.0,0.82915619758885,0.8596052904564315,1
2,0.75,1.299038105676658,0.8610816714870393,1,0.75,1.224744871391589,0.8482468907259052,1
3,0.75,0.8660254037844386,0.827072073440752,0,0.75,1.118033988749895,0.8627198680527706,0
1,0.75,1.224744871391589,0.8716632653061225,0,0.75,1.0,0.8572485708438893,0
4,0.75,0.82915619758885,0.8775133511348465,3,0.75,1.7853571071357126,0.8749704791110514,1
0,0.5,0.0,0.8740526588670229,2,0.5,0.7071067811865476,0.8895512346731859,1
1,0.5,1.7853571071357126,0.8697516737694371,2,0.75,0.5,0.8503109243697479,0
0,0.75,1.5,0.8323157991691026,2,0.75,0.0,0.8648887381743604,1
2,0.5,0.4330127018922193,0.8465134604978355,0,1.0,1.5,0.8611709770114943,0
3,0.75,1.299038105676658,0.8784638707164922,2,0.75,1.0897247358851685,0.8382048622593673,0
1,1.0,0.82915619758885,0.8817781391856025,0,0.75,1.118033988749895,0.8539593773653289,0
0,0.5,1.224744871391589,0.8871233222925289,2,0.75,0.8660254037844386,0.8397478395615074,0
1,0.75,0.7071067811865476,0.8995900312870859,1,0.75,0.82915619758885,0.8544240364427725,0
3,0.75,0.7071067811865476,0.8707763048003689,0,0.75,1.0897247358851685,0.8541357389071929,0
3,0.75,0.82915619758885,0.8430600070547963,0,0.75,1.6393596310755,0.8523821717147084,0
0,0.75,0.5,0.8499177114713882,0,0.5,1.224744871391589,0.8985731878958478,0
1,0.75,1.0897247358851685,0.8423972586646802,2,0.75,0.82915619758885,0.8778973027837402,1
2,0.5,0.5,0.8560453084449411,0,0.75,0.8660254037844386,0.8898696002769478,0
1,0.75,0.7071067811865476,0.8547228506787331,4,0.5,0.7071067811865476,0.835442862705702,0
1,0.5,0.7071067811865476,0.8783475783475784,0,0.75,0.7071067811865476,0.8576351320199589,0
2,1.0,1.224744871391589,0.8529816172687043,0,0.75,0.82915619758885,0.8770512532314263,1
1,1.0,1.118033988749895,0.8318589591774191,0,1.0,1.5,0.866687030075188,0
0,0.75,1.0897247358851685,0.8282159555815313,2,0.5,0.4330127018922193,0.8364603476270103,1
3,0.5,0.4330127018922193,0.8597532964490524,1,0.75,1.224744871391589,0.8659045553503101,1
0,1.0,0.8660254037844386,0.8440756592100003,3,0.75,0.8660254037844386,0.8349971743715499,1
0,0.75,1.224744871391589,0.8539473085627851,1,0.75,0.82915619758885,0.8611391437058572,1
1,1.0,0.5,0.8879032342312152,0,0.75,0.82915619758885,0.8658550379065786,1
0,0.75,1.0897247358851685,0.8723964358010411,2,0.75,1.118033988749895,0.8797517249015447,0
0,0.5,0.8660254037844386,0.8554620589242892,1,0.5,1.0897247358851685,0.8818159803604209,0
0,0.5,1.5811388300841898,0.8831652860290631,1,1.0,1.118033988749895,0.8540037557781202,0
2,1.0,1.0897247358851685,0.8566664470748633,2,1.0,0.7071067811865476,0.8746335897689607,1
0,0.5,0.4330127018922193,0.8626133662365547,2,0.75,0.4330127018922193,0.8744357758470735,0
0,1.0,1.118033988749895,0.8339605622204076,2,0.75,1.224744871391589,0.851052667672473,1
2,0.75,1.6393596310755,0.857652335895627,2,1.0,1.5,0.8521250674011519,1
0,0.75,0.82915619758885,0.8597647319628979,0,0.75,1.0897247358851685,0.8270612973167504,0
0,0.75,0.8660254037844386,0.8375585054751721,1,0.75,0.82915619758885,0.8730749806973948,1
1,1.0,1.0897247358851685,0.8433076633020072,0,0.75,1.479019945774904,0.8061580882352941,1
1,1.0,1.6393596310755,0.8387218045112782,0,1.0,0.82915619758885,0.8690136795988594,1
1,0.75,1.0,0.8524044157758233,3,0.75,1.118033988749895,0.884528983587402,0
2,0.5,0.82915619758885,0.8463870889646047,3,0.75,1.224744871391589,0.8735656122421561,0
1,0.75,1.479019945774904,0.8523720814704422,2,0.5,1.6393596310755,0.8530160142348754,1
1,0.75,1.118033988749895,0.8501656925698194,3,1.0,0.8660254037844386,0.8568263162064403,1
5,1.0,1.0,0.8607337354831436,0,0.5,1.0897247358851685,0.8822605000702346,1
2,0.75,1.224744871391589,0.8314373446983316,1,0.75,0.5,0.8304477833807873,1
1,1.0,1.6393596310755,0.8665115411310186,3,0.75,0.7071067811865476,0.877058195072901,1
0,0.75,1.118033988749895,0.8560894596649294,2,0.25,0.4330127018922193,0.869872224549644,1
0,0.75,1.6393596310755,0.8334793145608509,0,0.25,0.5,0.8319946872410677,1
1,0.5,0.5,0.8763958102620893,0,0.75,1.118033988749895,0.8758933393696785,0
2,0.75,0.8660254037844386,0.8608994702744703,1,1.0,1.0897247358851685,0.8700666385531226,0
1,0.5,0.7071067811865476,0.8948489315323042,1,1.0,0.5,0.8582029478458051,0
4,1.0,1.224744871391589,0.8440874419322695,1,1.0,0.82915619758885,0.867375975126556,1
3,0.75,1.224744871391589,0.8737883414267262,0,1.0,1.118033988749895,0.8525713704285132,0
1,0.75,0.7071067811865476,0.8673995510662177,3,0.75,0.8660254037844386,0.8478540643818814,0
0,0.25,0.5,0.8427118933697881,0,1.0,0.82915619758885,0.853759147331258,0
2,1.0,1.0897247358851685,0.8659257724227702,1,0.75,1.0897247358851685,0.8634139287694169,0
0,0.75,0.82915619758885,0.8354294729502831,0,0.75,0.4330127018922193,0.8822787677438839,0
1,0.75,1.6583123951777,0.850537133531653,0,1.0,1.299038105676658,0.8371021088376565,1
3,0.5,0.82915619758885,0.8885978685643238,3,0.75,0.5,0.8699219284755718,1
1,0.5,1.299038105676658,0.8438854347214619,0,0.75,1.299038105676658,0.8813622468406723,0
0,0.75,0.7071067811865476,0.8072422712423742,1,0.5,0.4330127018922193,0.8371066603393554,1
1,0.75,0.7071067811865476,0.8541165970045281,2,0.75,1.479019945774904,0.8510531136180274,0
2,0.75,0.4330127018922193,0.867771004865975,1,0.75,0.82915619758885,0.8638435365153256,0
0,0.75,0.82915619758885,0.8748356969906607,1,0.75,1.224744871391589,0.8697294372294372,0
0,0.75,0.82915619758885,0.8164223351013897,0,0.75,0.8660254037844386,0.8490950902099971,0
4,0.75,1.224744871391589,0.8348180574050619,3,1.0,1.0897247358851685,0.8554010173673556,1
3,0.75,0.7071067811865476,0.8686016915183582,1,0.75,1.0897247358851685,0.8679733641830416,1
2,0.75,0.82915619758885,0.8760963406187102,0,1.0,0.82915619758885,0.8652234050671551,0
0,1.0,1.118033988749895,0.8438079513079513,2,0.5,0.4330127018922193,0.8559781536387788,1
3,0.75,1.299038105676658,0.8841540404040404,0,0.5,1.6393596310755,0.8941630633703805,1
0,0.75,0.7071067811865476,0.8767810760667905,1,0.5,1.118033988749895,0.887702380952381,0
1,1.0,1.224744871391589,0.8544858162559581,2,0.75,0.8660254037844386,0.8698106706555669,0
1,1.0,0.82915619758885,0.8786451042785681,2,1.0,1.5811388300841898,0.8812956044801701,0
0,1.0,0.82915619758885,0.8755196494834698,3,0.75,1.0897247358851685,0.8733139896954077,1
0,1.0,0.4330127018922193,0.8592774243178425,1,0.75,1.224744871391589,0.8467268310337317,0
4,1.0,1.0897247358851685,0.8535116287907577,0,0.75,1.7853571071357126,0.8821694332247609,0
1,1.0,1.118033988749895,0.85873465583559,0,0.75,0.4330127018922193,0.8681396484747287,1
3,0.75,1.299038105676658,0.8648204156332135,1,0.75,0.7071067811865476,0.8771950705141812,1
0,0.75,0.82915619758885,0.8590244449376276,0,0.75,1.4142135623730951,0.8983189973147511,0
0,0.75,1.0897247358851685,0.8319488900951346,1,1.0,1.0,0.8524871794871794,1
1,0.75,1.479019945774904,0.8487251792072896,3,0.75,1.6393596310755,0.8077223710076002,1
0,0.75,1.299038105676658,0.8583313805252861,2,0.75,1.224744871391589,0.8623985077902129,0
1,0.75,0.82915619758885,0.8546322489391796,2,0.75,0.7071067811865476,0.8710329120798184,0
2,0.75,0.82915619758885,0.8779433598605195,1,1.0,1.299038105676658,0.858304475956117,0
2,0.75,1.0897247358851685,0.8393259935553168,0,0.75,0.7071067811865476,0.8435038670121631,0
3,0.75,1.0897247358851685,0.8525994445805767,1,0.75,1.6393596310755,0.8837146259933844,1
2,1.0,0.5,0.8332263879546749,2,0.5,0.5,0.8139662621221377,0
2,1.0,1.479019945774904,0.8730198748334728,4,0.75,0.4330127018922193,0.8664206819748328,1
1,0.75,1.224744871391589,0.876930951258491,3,1.0,1.0897247358851685,0.8818029203324416,0
0,0.5,1.6393596310755,0.8709615566346889,1,0.75,1.0897247358851685,0.8497076410981501,0
2,1.0,1.224744871391589,0.873871834325497,2,0.75,0.0,0.8673949557099927,0
0,0.75,1.0,0.8694660285285285,0,1.0,0.8660254037844386,0.9091520757721718,0
1,1.0,0.82915619758885,0.8539973774163131,2,0.75,0.7071067811865476,0.846881602050209,0
3,0.75,1.5811388300841898,0.8184902845979197,1,1.0,0.82915619758885,0.8710385227433726,1
0,0.75,0.82915619758885,0.8716080586080586,2,0.75,0.7071067811865476,0.8405280630770827,1
1,0.75,1.0,0.8690504229822908,2,1.0,0.82915619758885,0.8679016489811188,1
0,0.75,1.7853571071357126,0.8305261813537677,2,0.75,0.7071067811865476,0.8534469349103864,0
0,0.75,0.82915619758885,0.8818213837259041,0,0.5,0.82915619758885,0.8623914795516737,1
2,0.75,1.0897247358851685,0.8557269016218026,1,0.75,0.82915619758885,0.8735340905137928,0
1,0.75,1.224744871391589,0.8515489718614719,4,1.0,1.4142135623730951,0.8646414967539496,0
1,0.5,0.0,0.8552630171565482,2,0.75,1.0,0.8645594293234997,0
0,1.0,1.479019945774904,0.8420719582838765,1,0.25,0.4330127018922193,0.8451342082671197,1
2,0.75,1.0897247358851685,0.8310835362583253,1,0.5,1.0897247358851685,0.8345117475745112,1
0,0.75,0.7071067811865476,0.8925845302835318,0,1.0,1.479019945774904,0.8525619495447081,0
3,0.75,0.82915619758885,0.8454074336811169,2,0.75,0.0,0.8664082835531005,1
1,0.75,1.224744871391589,0.837561754025834,2,0.75,1.0897247358851685,0.8842874165462179,0
4,0.75,0.4330127018922193,0.8723163623420611,0,0.75,1.6393596310755,0.8710204228758535,0
1,1.0,1.5811388300841898,0.8842733624693382,2,0.75,1.224744871391589,0.8952780566190166,1
2,0.25,0.4330127018922193,0.8736784472023017,1,0.75,1.118033988749895,0.8576055941406582,0
