id,name,type,category,base_power,accuracy,priority,target,flags,secondary,boosts,self,volatileStatus,selfSwitch,recoil,drain,multihit,selfdestruct,critRatio
flashcannon,Flash Cannon,steel,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""boosts"": {""spd"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
flatter,Flatter,dark,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},"{""spa"": 1}",{},confusion,False,"[0, 1]","[0, 1]",1,,1
fleurcannon,Fleur Cannon,fairy,Special,130,90,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},"{""boosts"": {""spa"": -2}}",,False,"[0, 1]","[0, 1]",1,,1
fling,Fling,dark,Physical,0,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1, ""noparentalbond"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flipturn,Flip Turn,water,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,true,"[0, 1]","[0, 1]",1,,1
floatyfall,Floaty Fall,flying,Physical,90,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""gravity"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
floralhealing,Floral Healing,fairy,Status,0,true,0,normal,"{""protect"": 1, ""reflectable"": 1, ""heal"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flowershield,Flower Shield,fairy,Status,0,true,0,all,"{""distance"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flowertrick,Flower Trick,grass,Physical,70,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fly,Fly,flying,Physical,90,95,0,any,"{""contact"": 1, ""charge"": 1, ""protect"": 1, ""mirror"": 1, ""gravity"": 1, ""distance"": 1, ""metronome"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
flyingpress,Flying Press,fighting,Physical,100,95,0,any,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""gravity"": 1, ""distance"": 1, ""nonsky"": 1, ""metronome"": 1, ""minimize"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
focusblast,Focus Blast,fighting,Special,120,70,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}","{""chance"": 10, ""boosts"": {""spd"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
focusenergy,Focus Energy,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},{},{},focusenergy,False,"[0, 1]","[0, 1]",1,,1
focuspunch,Focus Punch,fighting,Physical,150,100,-3,normal,"{""contact"": 1, ""protect"": 1, ""punch"": 1, ""failmefirst"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
followme,Follow Me,normal,Status,0,true,2,self,"{""noassist"": 1, ""failcopycat"": 1}",{},{},{},followme,False,"[0, 1]","[0, 1]",1,,1
forcepalm,Force Palm,fighting,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""par""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
foresight,Foresight,normal,Status,0,true,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},foresight,False,"[0, 1]","[0, 1]",1,,1
forestscurse,Forest's Curse,grass,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
foulplay,Foul Play,dark,Physical,95,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
freezedry,Freeze-Dry,ice,Special,70,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 10, ""status"": ""frz""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
freezeshock,Freeze Shock,ice,Physical,140,90,0,normal,"{""charge"": 1, ""protect"": 1, ""mirror"": 1, ""nosleeptalk"": 1, ""failinstruct"": 1}","{""chance"": 30, ""status"": ""par""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
freezingglare,Freezing Glare,psychic,Special,90,100,0,normal,"{""protect"": 1, ""mirror"": 1}","{""chance"": 10, ""status"": ""frz""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
freezyfrost,Freezy Frost,ice,Special,100,90,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
frenzyplant,Frenzy Plant,grass,Special,150,90,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
frostbreath,Frost Breath,ice,Special,60,90,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
frustration,Frustration,normal,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
furyattack,Fury Attack,normal,Physical,15,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]","[2, 5]",,1
furycutter,Fury Cutter,bug,Physical,40,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""slicing"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
furyswipes,Fury Swipes,normal,Physical,18,80,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]","[2, 5]",,1
fusionbolt,Fusion Bolt,electric,Physical,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
fusionflare,Fusion Flare,fire,Special,100,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""defrost"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
futuresight,Future Sight,psychic,Special,120,100,0,normal,"{""allyanim"": 1, ""metronome"": 1, ""futuremove"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gastroacid,Gastro Acid,poison,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},gastroacid,False,"[0, 1]","[0, 1]",1,,1
geargrind,Gear Grind,steel,Physical,50,85,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",2,,1
gearup,Gear Up,steel,Status,0,true,0,allySide,"{""snatch"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
genesissupernova,Genesis Supernova,psychic,Special,185,true,0,normal,{},"{""chance"": 100, ""self"": {}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
geomancy,Geomancy,fairy,Status,0,true,0,self,"{""charge"": 1, ""nonsky"": 1, ""metronome"": 1, ""nosleeptalk"": 1, ""failinstruct"": 1}",{},"{""spa"": 2, ""spd"": 2, ""spe"": 2}",{},,False,"[0, 1]","[0, 1]",1,,1
gigadrain,Giga Drain,grass,Special,75,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
gigaimpact,Giga Impact,normal,Physical,150,90,0,normal,"{""contact"": 1, ""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
gigatonhammer,Gigaton Hammer,steel,Physical,160,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""cantusetwice"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gigavolthavoc,Gigavolt Havoc,electric,Physical,1,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
glaciallance,Glacial Lance,ice,Physical,120,100,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
glaciate,Glaciate,ice,Special,65,95,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 100, ""boosts"": {""spe"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
glaiverush,Glaive Rush,dragon,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""glaiverush""}",,False,"[0, 1]","[0, 1]",1,,1
glare,Glare,normal,Status,0,100,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
glitzyglow,Glitzy Glow,psychic,Special,80,95,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},"{""sideCondition"": ""lightscreen""}",,False,"[0, 1]","[0, 1]",1,,1
gmaxbefuddle,G-Max Befuddle,bug,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxcannonade,G-Max Cannonade,water,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxcentiferno,G-Max Centiferno,fire,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxchistrike,G-Max Chi Strike,fighting,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxcuddle,G-Max Cuddle,normal,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxdepletion,G-Max Depletion,dragon,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxdrumsolo,G-Max Drum Solo,grass,Physical,160,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxfinale,G-Max Finale,fairy,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxfireball,G-Max Fireball,fire,Physical,160,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxfoamburst,G-Max Foam Burst,water,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxgoldrush,G-Max Gold Rush,normal,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxgravitas,G-Max Gravitas,psychic,Physical,10,true,0,adjacentFoe,{},{},{},"{""pseudoWeather"": ""gravity""}",,False,"[0, 1]","[0, 1]",1,,1
gmaxhydrosnipe,G-Max Hydrosnipe,water,Physical,160,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxmalodor,G-Max Malodor,poison,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxmeltdown,G-Max Meltdown,steel,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxoneblow,G-Max One Blow,dark,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxrapidflow,G-Max Rapid Flow,water,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxreplenish,G-Max Replenish,normal,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxresonance,G-Max Resonance,ice,Physical,10,true,0,adjacentFoe,{},{},{},"{""sideCondition"": ""auroraveil""}",,False,"[0, 1]","[0, 1]",1,,1
gmaxsandblast,G-Max Sandblast,ground,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxsmite,G-Max Smite,fairy,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxsnooze,G-Max Snooze,dark,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxsteelsurge,G-Max Steelsurge,steel,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxstonesurge,G-Max Stonesurge,water,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxstunshock,G-Max Stun Shock,electric,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxsweetness,G-Max Sweetness,grass,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxtartness,G-Max Tartness,grass,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxterror,G-Max Terror,ghost,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxvinelash,G-Max Vine Lash,grass,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxvolcalith,G-Max Volcalith,rock,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxvoltcrash,G-Max Volt Crash,electric,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxwildfire,G-Max Wildfire,fire,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gmaxwindrage,G-Max Wind Rage,flying,Physical,10,true,0,adjacentFoe,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
grassknot,Grass Knot,grass,Special,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
grasspledge,Grass Pledge,grass,Special,80,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1, ""pledgecombo"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
grasswhistle,Grass Whistle,grass,Status,0,55,0,normal,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
grassyglide,Grassy Glide,grass,Physical,55,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
grassyterrain,Grassy Terrain,grass,Status,0,true,0,all,"{""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gravapple,Grav Apple,grass,Physical,80,100,0,normal,"{""protect"": 1, ""mirror"": 1}","{""chance"": 100, ""boosts"": {""def"": -1}}",{},{},,False,"[0, 1]","[0, 1]",1,,1
gravity,Gravity,psychic,Status,0,true,0,all,"{""nonsky"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
growl,Growl,normal,Status,0,100,0,allAdjacentFoes,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""sound"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},"{""atk"": -1}",{},,False,"[0, 1]","[0, 1]",1,,1
growth,Growth,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""atk"": 1, ""spa"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
grudge,Grudge,ghost,Status,0,true,0,self,"{""bypasssub"": 1, ""metronome"": 1}",{},{},{},grudge,False,"[0, 1]","[0, 1]",1,,1
guardianofalola,Guardian of Alola,fairy,Special,0,true,0,normal,{},{},{},{},,False,"[0, 1]","[0, 1]",1,,1
guardsplit,Guard Split,psychic,Status,0,true,0,normal,"{""protect"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
guardswap,Guard Swap,psychic,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
guillotine,Guillotine,normal,Physical,0,30,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gunkshot,Gunk Shot,poison,Physical,120,80,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""status"": ""psn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
gust,Gust,flying,Special,40,100,0,any,"{""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1, ""wind"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
gyroball,Gyro Ball,steel,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""bullet"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hail,Hail,ice,Status,0,true,0,all,"{""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hammerarm,Hammer Arm,fighting,Physical,100,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""spe"": -1}}",,False,"[0, 1]","[0, 1]",1,,1
happyhour,Happy Hour,normal,Status,0,true,0,allySide,"{""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
harden,Harden,normal,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""def"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
hardpress,Hard Press,steel,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
haze,Haze,ice,Status,0,true,0,all,"{""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
headbutt,Headbutt,normal,Physical,70,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
headcharge,Head Charge,normal,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[1, 4]","[0, 1]",1,,1
headlongrush,Headlong Rush,ground,Physical,120,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""punch"": 1, ""metronome"": 1}",{},{},"{""boosts"": {""def"": -1, ""spd"": -1}}",,False,"[0, 1]","[0, 1]",1,,1
headsmash,Head Smash,rock,Physical,150,80,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[1, 2]","[0, 1]",1,,1
healbell,Heal Bell,normal,Status,0,true,0,allyTeam,"{""snatch"": 1, ""sound"": 1, ""distance"": 1, ""bypasssub"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
healblock,Heal Block,psychic,Status,0,100,0,allAdjacentFoes,"{""protect"": 1, ""reflectable"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},healblock,False,"[0, 1]","[0, 1]",1,,1
healingwish,Healing Wish,psychic,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,ifHit,1
healorder,Heal Order,bug,Status,0,true,0,self,"{""snatch"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
healpulse,Heal Pulse,psychic,Status,0,true,0,any,"{""protect"": 1, ""reflectable"": 1, ""distance"": 1, ""heal"": 1, ""allyanim"": 1, ""metronome"": 1, ""pulse"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
heartstamp,Heart Stamp,psychic,Physical,60,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}","{""chance"": 30, ""volatileStatus"": ""flinch""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
heartswap,Heart Swap,psychic,Status,0,true,0,normal,"{""protect"": 1, ""mirror"": 1, ""bypasssub"": 1, ""allyanim"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
heatcrash,Heat Crash,fire,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1, ""minimize"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
heatwave,Heat Wave,fire,Special,95,90,0,allAdjacentFoes,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1, ""wind"": 1}","{""chance"": 10, ""status"": ""brn""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
heavyslam,Heavy Slam,steel,Physical,0,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""nonsky"": 1, ""metronome"": 1, ""minimize"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
helpinghand,Helping Hand,normal,Status,0,true,5,adjacentAlly,"{""bypasssub"": 1, ""noassist"": 1, ""failcopycat"": 1}",{},{},{},helpinghand,False,"[0, 1]","[0, 1]",1,,1
hex,Hex,ghost,Special,65,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpower,Hidden Power,normal,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerbug,Hidden Power Bug,bug,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerdark,Hidden Power Dark,dark,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerdragon,Hidden Power Dragon,dragon,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerelectric,Hidden Power Electric,electric,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerfighting,Hidden Power Fighting,fighting,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerfire,Hidden Power Fire,fire,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerflying,Hidden Power Flying,flying,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerghost,Hidden Power Ghost,ghost,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowergrass,Hidden Power Grass,grass,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerground,Hidden Power Ground,ground,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerice,Hidden Power Ice,ice,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerpoison,Hidden Power Poison,poison,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerpsychic,Hidden Power Psychic,psychic,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerrock,Hidden Power Rock,rock,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowersteel,Hidden Power Steel,steel,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hiddenpowerwater,Hidden Power Water,water,Special,60,100,0,normal,"{""protect"": 1, ""mirror"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
highhorsepower,High Horsepower,ground,Physical,95,95,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
highjumpkick,High Jump Kick,fighting,Physical,130,90,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""gravity"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
holdback,Hold Back,normal,Physical,40,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
holdhands,Hold Hands,normal,Status,0,true,0,adjacentAlly,"{""bypasssub"": 1, ""nosleeptalk"": 1, ""noassist"": 1, ""failcopycat"": 1, ""failmimic"": 1, ""failinstruct"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
honeclaws,Hone Claws,dark,Status,0,true,0,self,"{""snatch"": 1, ""metronome"": 1}",{},"{""atk"": 1, ""accuracy"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
hornattack,Horn Attack,normal,Physical,65,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
horndrill,Horn Drill,normal,Physical,0,30,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
hornleech,Horn Leech,grass,Physical,75,100,0,normal,"{""contact"": 1, ""protect"": 1, ""mirror"": 1, ""heal"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[1, 2]",1,,1
howl,Howl,normal,Status,0,true,0,allies,"{""snatch"": 1, ""sound"": 1, ""metronome"": 1}",{},"{""atk"": 1}",{},,False,"[0, 1]","[0, 1]",1,,1
hurricane,Hurricane,flying,Special,110,70,0,any,"{""protect"": 1, ""mirror"": 1, ""distance"": 1, ""metronome"": 1, ""wind"": 1}","{""chance"": 30, ""volatileStatus"": ""confusion""}",{},{},,False,"[0, 1]","[0, 1]",1,,1
hydrocannon,Hydro Cannon,water,Special,150,90,0,normal,"{""recharge"": 1, ""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},"{""volatileStatus"": ""mustrecharge""}",,False,"[0, 1]","[0, 1]",1,,1
hydropump,Hydro Pump,water,Special,110,80,0,normal,"{""protect"": 1, ""mirror"": 1, ""metronome"": 1}",{},{},{},,False,"[0, 1]","[0, 1]",1,,1
